session_id,customer_id,speaker_id,speaker,content,attachments,created_at
01KP798TE6NMB81FHH5MCR4565,,bc07633ebe880cc005bf99e0c23f521e,AGENT,"ぴえん、失礼いたしました。どのようなご用件でしょうか？
",,2026-04-15 08:39:51.179644+08:00
01KP798VXT08PG9JPVQ49TX9XE,,d84d2e68a25a1f2769a8cc2697057f9b,AGENT,お客様、こんにちは。私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconなど、クレッセントの最新技術にご興味はございますか？,,2026-04-15 08:39:48.701122+08:00
01KP79AWJ95MTGQYCRBZZVBB2V,,e9ff0990df2649de4d21f0918f16188a,AGENT,はじめまして。株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 08:40:56.642284+08:00
01KP79F6MSC88XV5QA82KF6FVY,,6e20fdaaffbdee87c7c60d729f369410,AGENT,ようこそ、お客様。私、クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 08:43:15.459315+08:00
01KP79FN9E9K4EYF6MYD0VEXMP,,6e20fdaaffbdee87c7c60d729f369410,AGENT,こんにちは！クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、そして業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 08:43:30.413253+08:00
01KP79NJJC7ECMV9GBDCRD28XS,,6e20fdaaffbdee87c7c60d729f369410,AGENT,こんにちは！ 株式会社クレッセントのアシスタント、月餅です。ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconにご興味はございますか？,,2026-04-15 08:46:44.329483+08:00
01KP79X65WRJ03PS8YKQFG8XDS,,de15ecdc8657467f888b97ffa1803630,AGENT,株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 08:50:53.657214+08:00
01KP7A5TGF5KNQBPDJVF5WVJMF,,e3560daf751f66b43033fbd87d90e798,AGENT,皆様、こんにちは！ 株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、そして業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 08:55:39.353175+08:00
01KP7A9B95XS9AQYF064FV30CH,,29a39f705514094d85a2642b383c1b2c,AGENT,クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconなど、クレッセントの最新技術にご興味はございますか？,,2026-04-15 08:57:36.415952+08:00
01KP7AAFZZMMBARWYAY1V60YAX,,e3560daf751f66b43033fbd87d90e798,AGENT,月餅ちゃんと申します。株式会社クレッセントのアシスタントです。ライブ配信などで活用できるVolu☆ME!と業界最高水準のモーションキャプチャシステムViconについてご案内できます。,,2026-04-15 08:58:10.337282+08:00
01KP7AFXP5N0GJQTWHNSQEGS23,,0d6b56a498ac42604aafdaca938bb774,AGENT,お客様、こんにちは。私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 09:01:06.205795+08:00
01KP7AG4K3TFZ3YMAE41D05F8V,,0d6b56a498ac42604aafdaca938bb774,AGENT,皆様、こんにちは。株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、そして業界最高水準のモーションキャプチャシステムViconについて、何かご質問はございますでしょうか。,,2026-04-15 09:01:14.166511+08:00
01KP7ANA2S4QW988PHGY3RSZFE,,e3560daf751f66b43033fbd87d90e798,AGENT,こんにちは！ 私、クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と、2026年最新スタジオについてご紹介できます。,,2026-04-15 09:04:05.186304+08:00
01KP7AWWTR2M0KERK8GNFE5EYV,,0ccc9f497f18b0c30628e066b15f2d0f,AGENT,初めまして。私、株式会社クレッセントのアシスタント「ゲッペイ」と申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconなどにご興味はございますか？,,2026-04-15 09:08:15.543880+08:00
01KP7AZ55KHGZFCJTPWYXX3NJF,,2e527a6275ed216556f161b222ec9f35,AGENT,はじめまして。株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 09:09:26.676003+08:00
01KP7B1QAEKT92BEZ8ZRV099S5,,c187803cc1dc1d3273627f212824c979,AGENT,月餅です。クレッセントのアシスタントをしています。Viconのシステムや2026年最新のスタジオについてご興味はありませんか？,,2026-04-15 09:10:50.909099+08:00
01KP7B1R6AVJWJ1MYW2P4W5G9W,,afb1cab605976e257495767af9e347e2,AGENT,こんにちは！ 私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、そして業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 09:10:51.818702+08:00
01KP7B22HX0FHHW5H4WR2A5TAE,,dd8fcc9d2c81ef54880e8474bf27754f,AGENT,月餅と申します。クレッセントのアシスタントを務めております。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご興味はございますか？,,2026-04-15 09:11:03.506494+08:00
01KP7B34CH3PJQTBBEWKGAGZQP,,c187803cc1dc1d3273627f212824c979,AGENT,ようこそ！私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconなど、ご興味はございますか？,,2026-04-15 09:11:37.054813+08:00
01KP7B8N4Y5DXQYV2G65J3YDPT,,94d1ec8d3c70279a4b5c3c615cf9f42b,AGENT,"こんにちは、私は株式会社クレッセントのアシスタント、ゲッペイと申します。

ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご興味はございませんか？",,2026-04-15 09:14:41.225613+08:00
01KP7BAJX22WDEZQAZWEFKGGT5,,25404530b1e42561a08368d38e0997dd,AGENT,こんにちは。株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 09:15:40.401888+08:00
01KP7BDASX7K60EFP7BGNA8N6C,,f383c41dd495958f470d77e05585635a,AGENT,株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 09:17:11.248283+08:00
01KP7BRFPCZS80HBGQ1AC75VK0,,f383c41dd495958f470d77e05585635a,AGENT,こんにちは！株式会社クレッセントのアシスタント、月餅（ゲッペイ）と申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconなどがございますが、ご興味はございますか？,,2026-04-15 09:23:18.702899+08:00
01KP7BS1CW7R9HZY94CS91Z3VC,,f383c41dd495958f470d77e05585635a,AGENT,"月餅と申します。株式会社クレッセントのアシスタントです。
ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconにご興味はありませんか？",,2026-04-15 09:23:34.990438+08:00
01KP7BSP1B9YRDJ5PHR1PWMK55,,f383c41dd495958f470d77e05585635a,AGENT,"こんにちは。私は株式会社クレッセントのアシスタント、ゲッペイと申します。
ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご興味はございますか？",,2026-04-15 09:23:55.824449+08:00
01KP7BV28BJDYJNQ4B0ZDFPE1S,,c3cf61f2b10e8fc7fc551aa59a7494a6,AGENT,"こんにちは！ 私、クレッセントのアシスタント、ゲッペイと申します。

ライブ配信などで活用できるVolu☆ME!、それから業界最高水準のモーションキャプチャシステムViconにご興味はございますか？",,2026-04-15 09:24:43.411294+08:00
01KP7BV9WH6F42ZP5MJTW3MSNQ,,465999933effb9852a2c3ccf4c2bfad0,AGENT,初めまして！ 私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconについてご紹介できますが、ご興味はございますか？,,2026-04-15 09:24:53.713373+08:00
01KP7C6XWN6FZF1JSEB5D878TX,,de15ecdc8657467f888b97ffa1803630,AGENT,ようこそ。私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、または業界最高水準のモーションキャプチャシステムViconについてご興味はございますか？,,2026-04-15 09:31:09.623523+08:00
01KP7C6XWN6FZF1JSEB5D878TX,,de15ecdc8657467f888b97ffa1803630,USER,hello how are you,,2026-04-15 09:31:25.307678+08:00
01KP7C6XWN6FZF1JSEB5D878TX,,de15ecdc8657467f888b97ffa1803630,AGENT,"Hello! I am MoonCake, an assistant at Crescent Inc. I am doing well, thank you. Are you interested in Volu☆ME!, which can be used for live streaming, or Vicon, the industry's highest standard motion capture system?",,2026-04-15 09:31:25.330248+08:00
01KP7C6Z80E3Q8YNEV57S9K0XN,,3a367f17427fd38b1f9da0c0e1bfe000,AGENT,月餅ちゃんと申します。クレッセントのアシスタントをしております。何かご不明な点がありましたら、お気軽にお声がけください。,,2026-04-15 09:31:18.199767+08:00
01KP7CE9JE6DRT8MHQ87YBD4EY,,8ed66a7befd41198d5de4b3a117f9b89,AGENT,こんにちは！ 株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 09:35:13.850405+08:00
01KP7CEX197V92Q0K0974JJ2DV,,8ed66a7befd41198d5de4b3a117f9b89,AGENT,いらっしゃいませ。株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconなどについてご案内できます。,,2026-04-15 09:35:33.273963+08:00
01KP7CG129A1FTSQQH4VP42BDA,,9d3891fe2501bcea22b75f2fa9456875,AGENT,こんにちは！株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムVicon、どちらにご興味がありますか？,,2026-04-15 09:36:10.615942+08:00
01KP7CNCDYANJ2EFM17BRT268N,,9d3891fe2501bcea22b75f2fa9456875,AGENT,株式会社クレッセントのゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconなど、弊社は幅広いサービスを提供しております。,,2026-04-15 09:39:05.080572+08:00
01KP7CV8CMDM5FMGAF7TR2799Q,,9e68a54533dfbbeac8e8d3bdc5848e4a,AGENT,皆様、こんにちは。株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 09:42:18.897970+08:00
01KP7CWEYXWHC5ZNBSTVEBBKAV,,2ff94caadd56747b5596a5c44dd6bad2,AGENT,こんにちは！ 株式会社クレッセントのアシスタント、月餅です。何かご不明な点はございませんか？,,2026-04-15 09:42:56.160549+08:00
01KP7DQCSBHX920PNHT3JDZR9A,,9fb663c1dedd7ccbb5fa738d6e081b22,AGENT,株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 09:57:40.625525+08:00
01KP7DRRQ901RMATNNZA5FFCPC,,de15ecdc8657467f888b97ffa1803630,AGENT,"こんにちは、ゲッペイと申します。株式会社クレッセントのアシスタントです。

ライブ配信などで活用できるVolu☆ME!、または業界最高水準のモーションキャプチャシステムViconについてご興味はございますか？",,2026-04-15 09:58:22.545407+08:00
01KP7DRRQ901RMATNNZA5FFCPC,,de15ecdc8657467f888b97ffa1803630,USER,what product do you have,,2026-04-15 09:59:14.191154+08:00
01KP7DRRQ901RMATNNZA5FFCPC,,de15ecdc8657467f888b97ffa1803630,AGENT,"We offer a variety of products including:

*   **Vicon** - A high-precision optical motion capture system.
*   **Volu☆ME!** - Our solution for volumetric video.
*   **4DVIEWS/HOLOSYS** - Systems for creating 3D holograms.
*   **LED WALL** - Professional LED displays.
*   **MREAL** - Mixed reality solutions.
*   **Faceware** - Software for facial animation.
*   **LightCage** - A system for high-speed volumetric capture.
*   **SyncVV** - Synchronization solutions.
*   **MIMO** - Mobile motion capture.
*   **HoloSuite** - Holographic content creation tools.
*   **Robo-Geppei** - A quadruped robot platform.
*   **Shogun** - Motion capture software for entertainment.
*   **Active Crown** - Camera tracking for virtual production.
*   **Reflection Markers** - High-luminosity markers for Vicon.
*   **Capture Gloves** - Gloves for precise hand and finger capture.

Is there a specific product you'd like to know more about?","[""Volume_cover"", ""4dviews_studio_banner.BDcodWXN"", ""RoboGeppei""]",2026-04-15 09:59:14.218197+08:00
01KP7DRRQ901RMATNNZA5FFCPC,,de15ecdc8657467f888b97ffa1803630,USER,what is vicon,,2026-04-15 10:00:47.456767+08:00
01KP7DRRQ901RMATNNZA5FFCPC,,de15ecdc8657467f888b97ffa1803630,AGENT,"Vicon is a world-leading optical motion capture system. It uses high-precision cameras and software. It's used in entertainment like film and games, industry, medicine, and biomechanics.

Would you like to know more about its applications or perhaps specific Vicon products?",,2026-04-15 10:00:47.479640+08:00
01KP7EAYVPQBEVKJYD6HRA97YH,,4ad60d41202b911247c049fc0a440573,AGENT,"こんにちは、ゲッペイと申します。株式会社クレッセントのアシスタントです。

ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconにご興味はございますか？",,2026-04-15 10:08:25.320859+08:00
01KP7EF8X40WJ228PMKT4AJSN9,,73f05e88766c580c55db20c7d19a487a,AGENT,こんにちは！私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 10:10:41.898150+08:00
01KP7EKKBFZR7FWA7NYEHYPY72,,8de02ce0f2fc28bf94db75c6115067e6,AGENT,こんにちは！クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconなどにご興味はありますか？,,2026-04-15 10:13:03.148680+08:00
01KP7EX11XND8ZYQ22ERN81XTV,,d977fad8e21424b84c628298f64d6953,AGENT,お客様、ようこそ。私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 10:18:14.232902+08:00
01KP7F8THZ8N2NNAHECMEHRTFP,,562e990df9c5deaf3595194e19850664,AGENT,株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてお話しできます。,,2026-04-15 10:24:39.839107+08:00
01KP7FAJ1BQ39V14MPNRT7XC4Y,,53e9eedc284b9bbc393ad1f66b6c0134,AGENT,こんにちは！私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 10:25:35.244029+08:00
01KP7FFJ2HNKTAP5Z19S1AE8YX,,b5953f4988edd0ae30ffd91e252b5f44,AGENT,はじめまして。株式会社クレッセントのゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconなどがございますが、何かご興味はございますか？,,2026-04-15 10:28:21.383335+08:00
01KP7FM5TBKH77SB5WERXYKZY2,,2891d32893efc839a0cad7f4f05a0ce8,AGENT,株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 10:31:53.540486+08:00
01KP7FT7M6HRSSNEK7EXM8PY7X,,dc790e6b97e7958f012e22f7badcfea4,AGENT,こんにちは！ 株式会社クレッセントのアシスタント、月餅です。ライブ配信などで活用できるVolu☆ME!、2026年最新スタジオにご興味はございませんか？,,2026-04-15 10:34:08.514391+08:00
01KP7FVMA9CCD71RRDYN7Z4KM6,,d159b23d1117617939643811db6dfe10,AGENT,株式会社クレッセントのアシスタント、月餅と申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 10:34:54.168919+08:00
01KP7G0AJJNKATPANADKJPAVT3,,f843652bc4ded71da76514f44cae5558,AGENT,こんにちは。株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できますが、ご興味はございますか？,,2026-04-15 10:37:28.522512+08:00
01KP7G6KB9T984YRRE1M37926K,,092575c4de5f46295895dd6ff2e7c63c,AGENT,お客様、こんにちは！ 私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconなどがございますが、どちらにご興味がございますか？,,2026-04-15 10:40:55.040606+08:00
01KP7GF696RMR5TQH6Y47JYRNV,,2e527a6275ed216556f161b222ec9f35,AGENT,株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 10:45:34.912668+08:00
01KP7GMMKA6VJTGFSJZCST2NZ3,,462cfb73a54072e73c8d95e322ebef82,AGENT,初めまして。私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 10:58:12.872774+08:00
01KP7GN1E8PR405Z3P1AATR1TH,,de15ecdc8657467f888b97ffa1803630,AGENT,こんにちは、ゲッペイと申します。株式会社クレッセントのアシスタントをしております。何かお困りですか？ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconなどがございますが、ご興味はございますでしょうか。,,2026-04-15 10:48:46.364148+08:00
01KP7GVZCRD4S8BX2SYGG29KAG,,2e527a6275ed216556f161b222ec9f35,AGENT,こんにちは！株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconなどがございますが、いかがでしょうか？,,2026-04-15 10:52:33.617557+08:00
01KP7GX1C80066VVFCXPSMD29W,,0d6b56a498ac42604aafdaca938bb774,AGENT,こんにちは！私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 10:53:10.888765+08:00
01KP7H319Q1MBNHMQ4Y5AWBK6S,,b5953f4988edd0ae30ffd91e252b5f44,AGENT,こんにちは、私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と、2026年最新スタジオについてご案内できます。,,2026-04-15 10:56:25.536962+08:00
01KP7HJK6E22Y2X8BJ0HCK1H2Z,,de15ecdc8657467f888b97ffa1803630,AGENT,こんにちは！株式会社クレッセントのアシスタント、月餅です。何かお困りですか？ライブ配信などで活用できるVolu☆ME!、2026年最新スタジオについてご興味はありますか？,,2026-04-15 11:04:54.633877+08:00
01KP7HWTXZ9NNXQYMC539J53MJ,,3b3fbf9e3e0ef9c6abd0cd008b2264f7,AGENT,"月餅です。クレッセントのアシスタントをしています。

ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconにご興味はございますか？",,2026-04-15 11:10:31.046477+08:00
01KP7KFAS22QYX7BVBQZVFX5G5,,6b88c3537f6bb29e28e82deb7ba7bbba,AGENT,月餅と申します。株式会社クレッセントのアシスタントをしております。何かご不明な点はございませんか？,,2026-04-15 11:38:07.354954+08:00
01KP7KXZ0QT8TPQW4ZG0HSJDXG,,e349722e0436d364869daf0ca232fbf2,AGENT,"株式会社クレッセントのゲッペイと申します。
本日はどのようなご用件でしょうか。",,2026-04-15 11:46:05.218172+08:00
01KP7M5P7NSED8QHKAGHT253C2,,efc3282d49a180b4d4a34340e40c54b3,AGENT,こんにちは！私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 11:50:18.392109+08:00
01KP7MGA1V9029XCZER62KN1RK,,e349722e0436d364869daf0ca232fbf2,AGENT,クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconなどがございますが、どの情報にご興味がありますか？,,2026-04-15 11:56:06.123223+08:00
01KP7MKTWFR7YGRH0TP88B6402,,e349722e0436d364869daf0ca232fbf2,AGENT,こんにちは！私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてお話しできます。,,2026-04-15 11:58:01.313538+08:00
01KP7MQ9FMKND6PE8QX4BWXED7,,fc14b9e49e03a06ebda603a8cfbbe596,AGENT,お客様、こんにちは！株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 11:59:57.695111+08:00
01KP7MRYMTXS4XF29DX4B1MRG8,,2cd721a46034bd0d7a668f539b2b6bd4,AGENT,はじめまして。株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 12:00:52.018868+08:00
01KP7N3JPR0SZFP8T8MVBRP6E9,,aa9295c7d24a75f51a173fd7e0d5f8ff,AGENT,ゲッペイと申します。クレッセントのアシスタントです。ライブ配信などで活用できるVolu☆ME!や、2026年最新スタジオについてご興味はございませんか？,,2026-04-15 12:06:42.231838+08:00
01KP7NHCSBNMQGYZNX3N9PW1Z6,,f642da9fe927bef055283d9b3767ad69,AGENT,はい、クレッセントのゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてお話しできます。,,2026-04-15 12:14:10.875929+08:00
01KP7P7FYNS2THT0E2NNT2F0VX,,0b45b74069a339d75e90a5359ecaf5e4,AGENT,お客様、ようこそお越しくださいました。私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご興味はございますか？,,2026-04-15 12:26:16.772513+08:00
01KP7P8P67G3FQJSBV5XQRZ0BX,,99c52fd2cf25e99df2a17c0dda1859de,AGENT,皆様、こんにちは！ 株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconなどがございますが、何かご興味はございますか？,,2026-04-15 12:27:04.654410+08:00
01KP7P9SJ1SNY1TGATRS8JXG7P,,f4643b102be4afac84d5d65038ef1564,AGENT,株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてお話しできます。,,2026-04-15 12:27:29.565773+08:00
01KP7PM6SQVTW38X0Q47AVKNQM,,7dae6eaa5e31e6d75046956457bfa6e9,AGENT,初めまして。私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 12:33:11.520710+08:00
01KP7PN5R18BEX22K76N1XVEMW,,7dae6eaa5e31e6d75046956457bfa6e9,AGENT,初めまして、私、株式会社クレッセントのアシスタント「ゲッペイ」と申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconなどについてお話しできます。,,2026-04-15 12:33:43.548906+08:00
01KP7Q4XJW7QDKP9SPMXVSHXW3,,1ad27c5026286773c49eac9b829b2504,AGENT,初めまして。私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 12:42:18.953774+08:00
01KP7Q83XBA0YVVMXY3XBQHGCC,,1ad27c5026286773c49eac9b829b2504,AGENT,初めまして。私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconにご興味はございますか？,,2026-04-15 12:44:03.878554+08:00
01KP7QBMC2S881648AHS5R1PDC,,033367e9a6e255ae0b7390e38e7ce06d,AGENT,こんにちは、私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご興味はありますか？,,2026-04-15 12:46:03.548410+08:00
01KP7QGZEZ93F10585WF4SSCW2,,f2a30b1ddd4db02bba6e102daeb57ce4,AGENT,こんにちは！株式会社クレッセントのアシスタント、月餅（ゲッペイ）と申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてお話しできます。,,2026-04-15 12:48:53.751982+08:00
01KP7QJSXXYG8PZF1NV8371KWN,,709b3d4ac0e6b70371bb501c98a66ca7,AGENT,いらっしゃいませ。私が株式会社クレッセントのアシスタント、ゲッペイです。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 12:49:58.381923+08:00
01KP7QKAPZDHC5ABRNK9YDV5Z1,,3e8f1be66b84dda9b5398d570dd9ec35,AGENT,こんにちは！ 私、クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 12:50:12.103647+08:00
01KP7QKDXCB2ZFBFS25YZA9A96,,4d963d4d1692533e9939ee99de029db5,AGENT,ゲッペイと申します。クレッセントのアシスタントです。ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconにご興味はありませんか？,,2026-04-15 12:50:15.021361+08:00
01KP7QKXPP781294BAQCXNE9R8,,4d963d4d1692533e9939ee99de029db5,AGENT,皆様、こんにちは。株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconにご興味はございますか？,,2026-04-15 12:50:30.474986+08:00
01KP7QM6DBJ5TGZHK1CY2JZYVS,,c82c22de3736138dee3f2eabe047f091,AGENT,こんにちは！クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、そして業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 12:50:55.945646+08:00
01KP7QRNMDYGPTHFW3A18E17YV,,3ec30188f870460809e9915f7384db70,AGENT,初めまして。私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconにご興味はございますか？,,2026-04-15 12:53:16.887044+08:00
01KP7QTZJKKQMAA3ZRYY8K2CWH,,6af38649f136f5039c0391c0e64731af,AGENT,こんにちは！私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 12:54:24.163278+08:00
01KP7QW0H7KQ1M524WVPQ2JP44,,b22bf7a482ec0b57643c7950ceb07c55,AGENT,皆様、こんにちは！ 株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、そして業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-15 12:54:55.105213+08:00
